activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,action_taken
2020,549300QSUEE20YO86W39,41500,CA,6053,6053000400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,185000,NA,3.5,NA,3,2354.84,NA,665,,205.35,180,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7874,84.48,81600,70,599,1272,42,6
2020,549300QSUEE20YO86W39,11244,CA,6059,6059110010,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,4,1,2,2,2,175000,NA,3.75,NA,3,2403.93,NA,665,,108.8,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5116,53.05,103000,123,1241,1435,47,6
2020,549300QSUEE20YO86W39,31084,CA,6037,6037123510,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,31,1,2,2,2,95000,NA,3.5,NA,3,2416.84,NA,665,,377.45,180,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5003,62.38,77300,76,393,708,53,6
2020,549300QSUEE20YO86W39,36084,CA,6001,6001450602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,105000,NA,3,NA,3,2439.84,NA,665,,497.14,360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9625,41.21,119200,154,2292,2862,33,6
2020,549300QSUEE20YO86W39,41740,CA,6073,6073009304,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,32,1,2,2,2,275000,NA,3.125,NA,3,2750.84,NA,665,,869.92,360,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8442,39.02,92700,107,837,431,21,6
2020,549300QSUEE20YO86W39,44700,CA,6077,6077003210,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,315000,NA,3.75,NA,3,2698.84,NA,665,,200.04,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3014,64,75000,110,575,856,28,6
2020,549300QSUEE20YO86W39,41500,CA,6053,6053000300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,1,1,2,2,2,275000,NA,3.625,NA,3,3847.8,NA,1500.04,835.04,,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4572,82.66,81600,93,885,1297,51,6
2020,549300QSUEE20YO86W39,41940,CA,6085,6085503334,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,31,1,2,2,2,385000,NA,2.625,NA,3,3046.93,NA,665,,586.83,180,NA,NA,2,2,2,2,2405000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8630,74.8,139800,198,2373,2675,18,6
2020,549300QSUEE20YO86W39,41884,CA,6081,6081605300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,32,1,2,2,2,655000,NA,3.875,NA,3,3765.27,NA,1152.5,487.5,200,360,NA,NA,2,2,2,2,2105000,1,1,3,5,2,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4794,34.06,140900,147,1007,1494,66,6
2020,549300QSUEE20YO86W39,11244,CA,6059,6059042317,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,32,1,2,2,2,355000,NA,2.75,NA,3,2649.93,NA,665,,1680.35,180,NA,NA,2,2,2,2,1675000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3194,16.41,103000,151,1018,1171,38,6
2020,549300QSUEE20YO86W39,31084,CA,6037,6037703100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,485000,NA,3.5,NA,3,4915.24,NA,3278.48,2613.48,,360,NA,NA,2,2,2,2,805000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5524,92.31,77300,162,1536,2090,65,6
2020,549300QSUEE20YO86W39,36084,CA,6001,6001428200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,495000,NA,3.5,NA,3,3495.52,NA,1141.75,476.75,,360,NA,NA,2,2,2,2,1105000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6653,49.62,119200,139,1581,2256,63,6
2020,549300QSUEE20YO86W39,31084,CA,6037,6037670201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,305000,NA,2.875,NA,3,2902.77,NA,665,,1207.36,360,NA,NA,2,2,2,2,1565000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3799,38.51,77300,290,1240,1216,47,6
2020,549300QSUEE20YO86W39,42100,CA,6087,6087122201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,645000,NA,3.375,NA,3,2898.77,NA,665,,2900.8,360,NA,NA,2,2,2,2,4005000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6731,23.87,110000,119,1777,3128,46,6
2020,549300QSUEE20YO86W39,40140,CA,6065,6065044917,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,32,1,2,2,2,305000,NA,3,NA,3,2770.76,NA,794,129,,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4405,8.92,75300,163,2298,3395,34,6
2020,549300QSUEE20YO86W39,99999,CA,6051,6051000200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,32,1,2,2,2,505000,NA,2.875,NA,3,3148.77,NA,665,,1812,360,NA,NA,2,2,2,2,1515000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8104,41.2,70700,128,1249,5913,37,6
2020,549300QSUEE20YO86W39,41500,CA,6053,6053001200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,31,1,2,2,2,245000,NA,3.5,NA,3,1916.76,NA,665,,635.54,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3290,41.88,81600,135,548,1000,72,6
2020,549300QSUEE20YO86W39,41940,CA,6085,6085502702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,2,1,2,2,2,155000,NA,3.25,NA,3,2601.51,NA,734.75,69.75,,240,NA,NA,2,2,2,2,1175000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7880,37.27,139800,112,2107,2767,41,6
2020,549300QSUEE20YO86W39,31084,CA,6037,6037262301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,31,1,2,2,2,345000,NA,2.875,NA,3,2713.77,NA,665,,1861.8,360,NA,NA,2,2,2,2,2545000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2993,28.6,77300,357,839,976,48,6
2020,549300QSUEE20YO86W39,42100,CA,6087,6087122400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,325000,NA,2.5,NA,3,3068.77,NA,665,,1291.97,180,NA,NA,2,2,2,2,1355000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7076,27.29,110000,112,1966,2734,40,6
2020,549300QSUEE20YO86W39,40140,CA,6065,6065044927,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,175000,NA,2.625,NA,3,2372.77,NA,665,,398.43,180,NA,NA,2,2,2,2,505000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3428,30.63,75300,102,1126,3432,26,6
2020,549300QSUEE20YO86W39,31084,CA,6037,6037702201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,335000,NA,3.125,NA,3,2288.77,NA,665,,1311.95,360,NA,NA,2,2,2,2,2155000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4983,32.67,77300,192,757,1483,65,6
2020,549300QSUEE20YO86W39,40140,CA,6071,6071001901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,32,1,2,2,2,375000,NA,2.875,NA,3,3588.77,NA,665,,2116.6,360,NA,NA,2,2,2,2,715000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4865,72.05,75300,174,1297,1483,29,6
2020,549300QSUEE20YO86W39,11244,CA,6059,6059021915,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,32,1,2,2,2,505000,NA,3,NA,3,3986.21,NA,2615,1950,,180,NA,NA,2,2,2,2,905000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3970,41.69,103000,144,1220,1492,40,6
2020,549300QSUEE20YO86W39,31084,CA,6037,6037554514,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,31,1,2,2,2,485000,NA,2.75,NA,3,2453.16,NA,1111.4,446.4,,360,NA,NA,2,2,2,2,895000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4854,86.34,77300,127,975,1389,43,6
2020,549300QSUEE20YO86W39,31084,CA,6037,6037300600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,32,1,2,2,2,485000,NA,3,NA,3,3587.05,NA,1438.28,773.28,100,360,NA,NA,2,2,2,2,1225000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8966,46.65,77300,123,1496,1976,47,6
2020,549300QSUEE20YO86W39,41884,CA,6081,6081605900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,32,1,2,2,2,405000,NA,3,NA,3,10398.76,NA,8337,7672,,360,NA,NA,2,2,2,2,2305000,1,1,3,5,2,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6119,58.08,140900,82,680,977,47,6
2020,549300QSUEE20YO86W39,41740,CA,6073,6073020027,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,615000,NA,3.375,NA,3,2503.76,NA,665,,2587.2,360,NA,NA,2,2,2,2,805000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,15056,31.54,92700,123,4080,5148,14,6
2020,549300QSUEE20YO86W39,41884,CA,6081,6081609603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,32,1,2,2,2,405000,NA,2.875,NA,3,3016.76,NA,961,296,,360,NA,NA,2,2,2,2,1025000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5335,27.99,140900,167,1786,1873,46,6
2020,549300QSUEE20YO86W39,41740,CA,6073,6073000201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,31,1,2,2,2,195000,NA,3,NA,3,2939.42,NA,725.66,60.66,,360,NA,NA,2,2,2,2,715000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2223,24.38,92700,201,513,612,55,6
2020,549300QSUEE20YO86W39,36084,CA,6013,6013355200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,32,1,2,2,2,475000,NA,3.25,NA,3,2626.76,NA,665,,1475.6,360,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8871,81.55,119200,130,1344,2241,14,6
2020,549300QSUEE20YO86W39,31084,CA,6037,6037463800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,2,1,32,1,2,2,2,555000,NA,3.5,NA,3,3040.88,NA,815.12,150.12,,240,NA,NA,2,2,2,2,2155000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3825,41.02,77300,300,1443,1644,64,6
