29,23,5,190709,6,12,3,13,4,1,2,0,0,52,1,1
30,20,1,266015,2,10,3,4,2,5,2,0,0,44,1,1
31,45,1,386940,1,13,2,5,2,1,2,0,1408,40,1,1
32,30,4,59951,2,10,1,9,2,1,2,0,0,40,1,1
33,22,6,311512,2,10,1,3,3,5,2,0,0,15,1,1
34,48,1,242406,3,7,3,8,6,1,2,0,0,40,4,1
35,21,1,197200,2,10,3,8,2,1,2,0,0,40,1,1
36,19,1,544091,4,9,7,9,1,1,1,0,0,25,1,1
37,31,1,84154,2,10,1,4,3,1,2,0,0,38,0,2
38,48,2,265477,6,12,1,6,3,1,2,0,0,40,1,1
39,31,1,507875,8,5,1,8,3,1,2,0,0,43,1,1
40,53,2,88506,1,13,1,6,3,1,2,0,0,40,1,1
41,24,1,172987,1,13,1,1,3,1,2,0,0,50,1,1
42,49,1,94638,4,9,4,9,6,1,1,0,0,40,1,1
43,25,1,289980,4,9,3,7,4,1,2,0,0,35,1,1
44,57,4,337895,1,13,1,6,3,5,2,0,0,40,1,2
45,53,1,144361,4,9,1,8,3,1,2,0,0,38,1,1
46,44,1,128354,11,14,2,5,6,1,1,0,0,40,1,1
47,41,6,101603,7,11,1,2,3,1,2,0,0,40,1,1
48,29,1,271466,7,11,3,6,4,1,2,0,0,43,1,1
49,25,1,32275,2,10,1,5,1,4,1,0,0,40,1,1
50,18,1,226956,4,9,3,3,2,1,1,0,0,30,0,1
51,47,1,51835,5,15,1,6,1,1,1,0,1902,60,15,2
52,50,4,251585,1,13,2,5,4,1,2,0,0,55,1,2
53,47,3,109832,4,9,2,5,4,1,2,0,0,60,1,1
54,43,1,237993,2,10,1,1,3,1,2,0,0,40,1,2
55,46,1,216666,15,3,1,8,3,1,2,0,0,40,21,1
56,35,1,56352,7,11,1,3,3,1,2,0,0,40,4,1
57,41,1,147372,4,9,1,9,3,1,2,0,0,48,1,1
58,30,1,188146,4,9,1,8,3,1,2,5013,0,40,1,1
59,30,1,59496,1,13,1,4,3,1,2,2407,0,40,1,1
60,32,0,293936,9,4,6,0,4,1,2,0,0,40,0,1
61,48,1,149640,4,9,1,11,3,1,2,0,0,40,1,1
62,42,1,116632,14,16,1,6,3,1,2,0,0,45,1,2
63,29,1,105598,2,10,2,1,4,1,2,0,0,58,1,1
64,36,1,155537,4,9,1,2,3,1,2,0,0,40,1,1
65,28,1,183175,2,10,2,9,4,1,1,0,0,40,1,1
66,53,1,169846,4,9,1,9,1,1,1,0,0,40,1,2
67,49,3,191681,2,10,1,5,3,1,2,0,0,50,1,2
68,25,0,200681,2,10,3,0,2,1,2,0,0,40,1,1
69,19,1,101509,2,10,3,6,2,1,2,0,0,32,1,1
70,31,1,309974,1,13,4,4,2,5,1,0,0,40,1,1
71,29,2,162298,1,13,1,4,3,1,2,0,0,70,1,2
72,23,1,211678,2,10,3,8,4,1,2,0,0,40,1,1
73,79,1,124744,2,10,1,6,5,1,2,0,0,20,1,1
74,27,1,213921,4,9,3,3,2,1,2,0,0,40,21,1
75,40,1,32214,6,12,1,9,3,1,2,0,0,40,1,1
76,67,0,212759,13,6,1,0,3,1,2,0,0,2,1,1
77,18,1,309634,3,7,3,3,2,1,1,0,0,22,1,1
78,31,5,125927,9,4,1,10,3,1,2,0,0,40,1,1
79,18,1,446839,4,9,3,4,4,1,2,0,0,30,1,1
80,52,1,276515,1,13,1,3,3,1,2,0,0,40,13,1
81,46,1,51618,4,9,1,3,1,1,1,0,0,40,1,1
82,59,1,159937,4,9,1,4,3,1,2,0,0,48,1,1
83,44,1,343591,4,9,2,2,4,1,1,14344,0,40,1,2
84,53,1,346253,4,9,2,4,2,1,1,0,0,35,1,1
85,49,5,268234,4,9,1,13,3,1,2,0,0,40,1,2
86,33,1,202051,11,14,1,6,3,1,2,0,0,50,1,1
87,30,1,54334,8,5,3,4,4,1,2,0,0,40,1,1
88,43,4,410867,14,16,3,6,4,1,1,0,0,50,1,2
89,57,1,249977,7,11,1,6,3,1,2,0,0,40,1,1
90,37,1,286730,2,10,2,2,6,1,1,0,0,40,1,1
91,28,1,212563,2,10,2,8,6,5,1,0,0,25,1,1
92,30,1,117747,4,9,1,4,1,2,1,0,1573,35,0,1
93,34,5,226296,1,13,1,13,3,1,2,0,0,40,1,2
94,29,5,115585,2,10,3,7,4,1,2,0,0,50,1,1
95,48,2,191277,14,16,1,6,3,1,2,0,1902,60,1,2
96,37,1,202683,2,10,1,4,3,1,2,0,0,48,1,2
97,48,1,171095,6,12,2,5,6,1,1,0,0,40,3,1
98,32,4,249409,4,9,3,3,2,5,2,0,0,40,1,1
99,76,1,124191,11,14,1,5,3,1,2,0,0,40,1,2
100,44,1,198282,1,13,1,5,3,1,2,15024,0,60,1,2
101,47,2,149116,11,14,3,6,4,1,1,0,0,50,1,1
102,20,1,188300,2,10,3,1,2,1,1,0,0,40,1,1
103,29,1,103432,4,9,3,2,4,1,2,0,0,40,1,1
104,32,3,317660,4,9,1,2,3,1,2,7688,0,40,1,2
105,17,0,304873,13,6,3,0,2,1,1,34095,0,32,1,1
106,30,1,194901,3,7,3,7,2,1,2,0,0,40,1,1
107,31,5,189265,4,9,3,9,4,1,1,0,0,40,1,1
108,42,1,124692,4,9,1,7,3,1,2,0,0,40,1,1
109,24,1,432376,1,13,3,4,5,1,2,0,0,40,1,1
110,38,1,65324,5,15,1,6,3,1,2,0,0,40,1,2
111,56,2,335605,4,9,1,3,3,1,2,0,1887,50,5,2
112,28,1,377869,2,10,1,4,1,1,1,4064,0,25,1,1
113,36,1,102864,4,9,3,8,2,1,1,0,0,40,1,1
114,53,1,95647,8,5,1,7,3,1,2,0,0,50,1,1
115,56,3,303090,2,10,1,4,3,1,2,0,0,50,1,1
116,49,5,197371,7,11,1,2,3,5,2,0,0,40,1,2
117,55,1,247552,2,10,1,4,3,1,2,0,0,56,1,1
118,22,1,102632,4,9,3,2,4,1,2,0,0,41,1,1
119,21,1,199915,2,10,3,3,2,1,1,0,0,40,1,1
120,40,1,118853,1,13,1,5,3,1,2,0,0,60,1,1
121,30,1,77143,1,13,3,5,2,5,2,0,0,40,6,1
122,29,6,267989,1,13,1,6,3,1,2,0,0,50,1,2
123,19,1,301606,2,10,3,3,2,5,2,0,0,35,1,1
124,47,1,287828,1,13,1,5,1,1,1,0,0,40,1,2
125,20,1,111697,2,10,3,9,2,1,1,0,1719,28,1,1
126,31,1,114937,6,12,1,9,3,1,2,0,0,40,1,2
127,35,0,129305,4,9,1,0,3,1,2,0,0,40,1,1
128,39,1,365739,2,10,2,2,4,1,2,0,0,40,1,1
129,28,1,69621,6,12,3,4,4,1,1,0,0,60,1,1
130,24,1,43323,4,9,3,3,4,1,1,0,1762,40,1,1
131,38,2,120985,4,9,1,2,3,1,2,4386,0,35,1,1
132,37,1,254202,1,13,1,4,3,1,2,0,0,50,1,1
133,46,1,146195,6,12,2,1,4,5,1,0,0,36,1,1
134,38,4,125933,11,14,1,6,3,1,2,0,0,40,14,2
135,43,2,56920,4,9,1,2,3,1,2,0,0,60,1,1
136,27,1,163127,7,11,1,9,1,1,1,0,0,35,1,1
137,20,1,34310,2,10,3,4,2,1,2,0,0,20,1,1
138,49,1,81973,2,10,1,2,3,2,2,0,0,40,1,2
139,61,3,66614,4,9,1,2,3,1,2,0,0,40,1,1
140,27,1,232782,2,10,3,4,2,1,1,0,0,40,1,1
141,19,1,316868,2,10,3,3,2,1,2,0,0,30,21,1
142,45,1,196584,7,11,3,6,4,1,1,0,1564,40,1,2
143,70,1,105376,2,10,3,1,5,1,2,0,0,40,1,1
144,31,1,185814,4,9,3,11,6,5,1,0,0,30,1,1
145,22,1,175374,2,10,1,3,3,1,2,0,0,24,1,1
146,36,1,108293,4,9,5,3,6,1,1,0,0,24,1,1
147,64,1,181232,3,7,1,2,3,1,2,0,2179,40,1,1
148,43,0,174662,2,10,2,0,4,1,1,0,0,40,1,1
149,47,5,186009,2,10,2,9,6,1,1,0,0,38,21,1
150,34,1,198183,4,9,3,9,4,1,1,0,0,40,1,1
151,33,1,163003,1,13,3,5,5,2,1,0,0,40,16,1
152,21,1,296158,4,9,3,2,2,1,2,0,0,35,1,1
153,52,0,252903,4,9,2,0,4,1,2,0,0,45,1,2
154,48,1,187715,4,9,1,2,3,1,2,0,0,46,1,1
155,23,1,214542,1,13,3,7,4,1,2,0,0,40,1,1
156,71,2,494223,2,10,4,4,6,5,2,0,1816,2,1,1
157,29,1,191535,4,9,2,2,4,1,2,0,0,60,1,1
158,42,1,228456,1,13,4,3,5,5,2,0,0,50,1,1
159,68,0,38317,12,2,2,0,4,1,1,0,0,20,1,1
160,25,1,252752,4,9,3,3,6,1,1,0,0,40,1,1
161,44,3,78374,11,14,2,5,6,2,1,0,0,40,1,1
162,28,1,88419,4,9,3,5,4,2,1,0,0,40,3,1
163,45,2,201080,11,14,1,4,3,1,2,0,0,40,1,2
164,36,1,207157,2,10,2,3,6,1,1,0,0,40,21,1
165,39,4,235485,6,12,3,5,4,1,2,0,0,42,1,1
166,46,6,102628,11,14,5,13,6,1,2,0,0,40,1,1
167,18,1,25828,3,7,3,7,2,1,2,0,0,16,1,1
168,66,5,54826,7,11,5,6,4,1,1,0,0,20,1,1
169,27,1,124953,4,9,3,3,4,1,2,0,1980,40,1,1
170,28,6,175325,4,9,1,13,3,1,2,0,0,40,1,1
171,51,1,96062,2,10,1,4,3,1,2,0,1977,40,1,2
172,27,1,428030,1,13,3,2,4,1,2,0,0,50,1,1
173,28,6,149624,1,13,1,6,3,1,2,0,0,40,1,2
174,27,1,253814,4,9,6,4,6,1,1,0,0,25,1,1
175,21,1,312956,4,9,3,2,2,5,2,0,0,40,1,1
176,34,1,483777,4,9,3,7,4,5,2,0,0,40,1,1
177,18,1,183930,4,9,3,3,2,1,2,0,0,12,1,1
178,33,1,37274,1,13,1,6,3,1,2,0,0,65,1,1
179,44,5,181344,2,10,1,5,3,5,2,0,0,38,1,2
180,43,1,114580,2,10,2,9,4,1,1,0,0,40,1,1
181,30,1,633742,2,10,3,2,4,5,2,0,0,45,1,1
182,40,1,286370,9,4,1,8,3,1,2,0,0,40,21,2
183,37,4,29054,2,10,1,9,3,1,2,0,0,42,1,2
184,34,1,304030,4,9,1,9,3,5,2,0,0,40,1,1
185,41,2,143129,1,13,2,5,4,1,1,0,0,40,1,1
186,53,0,135105,1,13,2,0,4,1,1,0,0,50,1,1
187,31,1,99928,11,14,1,6,1,1,1,0,0,50,1,1
188,58,6,109567,14,16,1,6,3,1,2,0,0,1,1,2
189,38,1,155222,2,10,2,8,4,5,1,0,0,28,1,1
190,24,1,159567,2,10,1,8,3,1,2,0,0,40,1,1
191,41,5,523910,1,13,1,2,3,5,2,0,0,40,1,1
192,47,1,120939,2,10,1,1,3,1,2,0,0,45,1,1
193,41,4,130760,1,13,1,1,3,1,2,0,0,24,1,1
194,23,1,197387,15,3,1,11,5,1,2,0,0,40,21,1
195,36,1,99374,2,10,2,2,4,1,2,0,0,40,1,1
196,40,4,56795,11,14,3,5,4,1,1,14084,0,55,1,2
197,35,1,138992,11,14,1,6,5,1,2,7298,0,40,1,2
198,24,2,32921,4,9,3,4,4,1,2,0,0,40,1,1
199,26,1,397317,11,14,3,6,4,1,1,0,1876,40,1,1
200,19,0,170653,4,9,3,0,2,1,2,0,0,40,17,1
201,51,1,259323,1,13,1,5,3,1,2,0,0,50,1,2
202,42,5,254817,2,10,3,6,4,1,1,0,1340,40,1,1
203,37,6,48211,4,9,2,9,6,1,1,0,0,35,1,1
204,18,1,140164,3,7,3,4,2,1,1,0,0,40,1,1
205,36,1,128757,1,13,1,3,3,5,2,7298,0,36,1,2
206,35,1,36270,4,9,2,2,4,1,2,0,0,60,1,1
207,58,3,210563,4,9,1,4,1,1,1,15024,0,35,1,2
208,17,1,65368,3,7,3,4,2,1,1,0,0,12,1,1
209,44,5,160943,4,9,1,11,3,5,2,0,0,40,1,1
210,37,1,208358,4,9,1,2,3,1,2,0,0,40,1,2
211,35,1,153790,2,10,3,4,4,3,1,0,0,40,1,1
212,60,1,85815,4,9,1,2,3,2,2,0,0,40,1,1
213,54,3,125417,9,4,1,8,3,1,2,0,0,40,1,2
214,37,1,635913,1,13,3,5,4,5,2,0,0,60,1,2
215,50,1,313321,6,12,2,4,4,1,1,0,0,40,1,1
216,38,1,182609,1,13,1,4,3,1,2,0,0,50,18,1
217,45,1,109434,1,13,1,6,3,1,2,0,0,55,1,1
218,25,1,255004,13,6,3,2,4,1,2,0,0,40,1,1
219,31,1,197860,2,10,1,7,3,1,2,0,0,40,1,1
220,64,0,187656,12,2,2,0,4,1,2,0,0,40,1,1
221,90,1,51744,4,9,3,3,4,5,2,0,2206,40,1,1
222,54,1,176681,4,9,1,9,3,5,2,0,0,20,1,1
223,53,5,140359,16,1,3,8,4,1,1,0,0,35,1,1
224,18,1,243313,4,9,3,4,2,1,1,0,0,40,1,1
225,60,0,24215,13,6,2,0,4,3,1,0,0,10,1,1
226,66,2,167687,4,9,1,10,3,1,2,1409,0,50,1,1
227,75,1,314209,7,11,5,9,4,1,1,0,0,20,30,1
228,65,1,176796,4,9,2,9,4,1,1,0,0,40,1,1
229,35,1,538583,3,7,4,11,4,5,2,3674,0,40,1,1
230,41,1,130408,4,9,2,4,6,5,1,0,0,38,1,1
231,25,1,159732,2,10,3,9,4,1,2,0,0,42,1,1
232,33,1,110978,2,10,2,2,5,4,1,0,0,40,1,1
233,28,1,76714,5,15,3,6,4,1,2,0,0,55,1,2
234,59,6,268700,4,9,1,3,3,1,2,0,0,40,1,1
235,40,6,170525,2,10,3,9,4,1,1,0,0,38,1,1
236,41,1,180138,1,13,1,5,3,1,2,0,0,50,14,2
237,38,5,115076,11,14,1,5,3,1,2,0,0,70,1,2
238,23,1,115458,4,9,3,11,2,1,2,0,0,40,1,1
239,40,1,347890,1,13,1,6,3,1,2,0,0,40,1,2
240,41,2,196001,4,9,1,3,1,1,1,0,0,20,1,1
241,24,6,273905,6,12,1,13,3,1,2,0,0,50,1,1
242,20,0,119156,2,10,3,0,2,1,2,0,0,20,1,1
243,38,1,179488,2,10,2,2,4,1,2,0,1741,40,1,1
244,56,1,203580,4,9,1,9,3,1,2,0,0,35,0,1
245,58,1,236596,4,9,1,9,3,1,2,0,0,45,1,2
246,32,1,183916,4,9,3,3,4,1,1,0,0,34,1,1
247,40,1,207578,6,12,1,1,3,1,2,0,1977,60,1,2
248,45,1,153141,4,9,1,9,3,1,2,0,0,40,0,1
249,41,1,112763,5,15,1,6,1,1,1,0,0,40,1,2
250,42,1,390781,1,13,1,9,1,5,1,0,0,40,1,1
251,59,5,171328,13,6,5,3,6,5,1,0,0,30,1,1
252,19,5,27382,2,10,3,9,2,1,2,0,0,40,1,1
253,58,1,259014,2,10,3,11,4,1,2,0,0,20,1,1
254,42,2,303044,4,9,1,10,3,2,2,0,0,40,2,2
255,20,1,117789,4,9,3,3,2,1,1,0,0,40,1,1
256,32,1,172579,4,9,4,3,4,1,1,0,0,30,1,1
257,45,1,187666,7,11,5,5,4,1,1,0,0,45,1,1
258,50,1,204518,9,4,2,2,4,1,2,0,0,40,1,1
259,36,1,150042,1,13,2,6,2,1,1,0,0,40,1,1
260,45,1,98092,4,9,1,4,3,1,2,0,0,60,1,1
261,17,1,245918,3,7,3,3,2,1,2,0,0,12,1,1
262,59,1,146013,2,10,1,4,3,1,2,4064,0,40,1,1
263,26,1,378322,3,7,1,2,3,1,2,0,0,40,1,1
264,37,3,257295,2,10,1,5,3,2,2,0,0,75,35,2
265,19,0,218956,2,10,3,0,2,1,2,0,0,24,5,1
266,64,1,21174,4,9,1,5,3,1,2,0,0,40,1,2
267,33,1,185480,1,13,3,6,4,1,1,0,0,45,1,1
268,33,1,222205,4,9,1,2,1,1,1,0,0,40,1,2
269,61,1,69867,4,9,1,5,3,1,2,0,0,40,1,2
270,17,1,191260,8,5,3,3,2,1,2,1055,0,24,1,1
271,50,2,30653,11,14,1,10,3,1,2,2407,0,98,1,1
272,27,5,209109,11,14,3,6,2,1,2,0,0,35,1,1
273,30,1,70377,4,9,2,6,2,1,1,0,0,40,1,1
274,43,1,477983,4,9,1,7,3,5,2,0,0,40,1,1
275,44,1,170924,2,10,1,2,3,1,2,7298,0,40,1,2
276,35,1,190174,2,10,3,5,4,1,1,0,0,40,1,1
277,25,1,193787,2,10,3,1,2,1,1,0,0,40,1,1
278,24,1,279472,2,10,1,8,1,1,1,7298,0,48,1,2
279,22,1,34918,1,13,3,6,4,1,1,0,0,15,6,1
280,42,5,97688,2,10,1,2,3,1,2,5178,0,40,1,2
281,34,1,175413,6,12,2,4,6,5,1,0,0,45,1,1
282,60,1,173960,1,13,2,6,4,1,1,0,0,42,1,1
283,21,1,205759,4,9,3,7,2,1,2,0,0,40,1,1
284,57,4,425161,11,14,1,4,3,1,2,15024,0,40,1,2
285,41,1,220531,5,15,1,6,3,1,2,0,0,60,1,2
286,50,1,176609,2,10,2,3,4,1,2,0,0,45,1,1
287,25,1,371987,1,13,3,5,4,1,1,0,0,40,1,1
288,50,1,193884,9,4,1,2,3,1,2,0,0,40,27,1
289,36,1,200352,1,13,1,6,3,1,2,0,0,45,1,1
290,31,1,127595,4,9,2,6,4,1,1,0,0,40,1,1
291,29,5,220419,1,13,3,13,4,1,2,0,0,56,1,1
292,21,1,231931,2,10,3,4,2,1,2,0,0,45,1,1
293,27,1,248402,1,13,3,1,6,5,1,0,0,40,1,1
294,65,1,111095,4,9,1,11,3,1,2,0,0,16,1,1
295,37,3,57424,1,13,2,4,4,1,1,0,0,60,1,1
296,39,0,157443,11,14,1,0,1,2,1,3464,0,40,0,1
297,24,1,278130,4,9,3,2,2,1,2,0,0,40,1,1
298,38,1,169469,4,9,2,4,4,1,2,0,0,80,1,1
299,48,1,146268,1,13,1,9,3,1,2,7688,0,40,1,2
300,21,1,153718,2,10,3,3,4,2,1,0,0,25,1,1
301,31,1,217460,4,9,1,11,3,1,2,0,0,45,1,2
302,55,1,238638,4,9,1,4,3,1,2,4386,0,40,1,2
303,24,1,303296,2,10,1,9,1,2,1,0,0,40,26,1
304,43,1,173321,4,9,2,9,4,1,1,0,0,40,1,1
305,26,1,193945,6,12,3,1,4,1,2,0,0,45,1,1
306,46,1,83082,6,12,3,6,4,1,1,0,0,33,1,1
307,35,1,193815,6,12,1,9,3,1,2,0,0,40,1,2
308,41,3,34987,2,10,1,10,3,1,2,0,0,54,1,2
309,26,1,59306,1,13,3,4,4,1,2,0,0,40,1,1
310,34,1,142897,11,14,1,5,3,2,2,7298,0,35,28,2
311,19,0,860348,2,10,3,0,2,5,1,0,0,25,1,1
312,36,2,205607,1,13,2,6,4,5,1,0,0,40,1,2
313,22,1,199698,2,10,3,4,2,1,2,0,0,15,1,1
314,24,1,191954,2,10,3,8,4,1,2,0,0,40,1,1
315,77,2,138714,2,10,1,4,3,1,2,0,0,40,1,1
316,22,1,399087,15,3,1,8,5,1,1,0,0,40,21,1
317,29,1,423158,2,10,3,1,4,1,1,0,0,40,1,1
318,62,1,159841,4,9,5,3,4,1,1,0,0,24,1,1
319,39,2,174308,4,9,1,5,3,1,2,0,0,40,1,1
320,43,1,50356,2,10,1,2,3,1,2,0,1485,50,1,1
321,35,1,186110,4,9,2,11,4,1,2,0,0,45,1,1
322,29,1,200381,3,7,3,5,4,1,1,0,0,40,1,1
323,76,2,174309,11,14,1,2,3,1,2,0,0,10,1,1
324,63,2,78383,4,9,1,10,3,1,2,0,0,45,1,1
325,23,0,211601,7,11,3,0,2,5,1,0,0,15,1,1
326,43,1,187728,2,10,1,6,1,1,1,0,1887,50,1,2
327,58,2,321171,4,9,1,7,3,1,2,0,0,40,1,1
328,66,1,127921,4,9,3,11,4,1,2,2050,0,55,1,1
329,41,1,206565,2,10,3,2,4,5,2,0,0,45,1,1
330,26,1,224563,1,13,3,9,4,1,2,0,0,40,1,1
331,47,1,178686,7,11,3,3,4,1,2,0,0,40,1,1
332,55,5,98545,13,6,1,9,3,1,2,0,0,40,1,1
333,53,1,242606,4,9,1,11,3,1,2,0,0,40,1,1
334,17,1,270942,15,3,3,3,5,1,2,0,0,48,21,1
335,30,1,94235,4,9,3,2,5,1,2,0,0,40,1,1
336,49,1,71195,11,14,3,6,4,1,2,0,0,60,1,1
337,19,1,104112,4,9,3,4,6,5,2,0,0,30,29,1
338,45,1,261192,4,9,1,3,3,5,2,0,0,40,1,1
339,26,1,94936,6,12,3,4,4,1,2,0,0,40,1,1
340,38,1,296478,7,11,1,2,3,1,2,7298,0,40,1,2
341,36,6,119272,4,9,1,13,3,1,2,7298,0,40,1,2
342,33,1,85043,4,9,3,10,4,1,2,0,0,20,1,1
343,22,6,293364,2,10,3,13,2,5,1,0,0,40,1,1
344,43,2,241895,1,13,3,4,4,1,2,0,0,42,1,1
345,67,0,36135,3,7,1,0,3,1,2,0,0,8,1,1
346,30,0,151989,7,11,2,0,6,1,1,0,0,40,1,1
347,56,1,101128,6,12,6,3,4,1,2,0,0,25,14,1
348,31,1,156464,1,13,3,6,2,1,2,0,0,25,1,1
349,33,1,117963,1,13,1,5,3,1,2,0,0,40,1,2
350,26,1,192262,4,9,1,3,3,1,2,0,0,40,1,1
351,33,1,111363,1,13,1,5,3,1,2,0,0,40,1,2
352,46,5,329752,3,7,1,11,3,1,2,0,0,30,1,1
353,59,0,372020,1,13,1,0,3,1,2,0,0,40,1,2
354,38,4,95432,4,9,1,9,3,1,2,0,0,40,1,2
355,65,1,161400,3,7,5,3,6,4,2,0,0,40,1,1
356,40,1,96129,7,11,1,1,3,1,2,0,0,40,1,2
357,42,1,111949,4,9,1,9,1,1,1,0,0,35,1,1
358,26,2,117125,8,5,1,2,3,1,2,0,0,40,22,1
359,36,1,348022,13,6,1,3,1,1,1,0,0,24,1,1
360,62,1,270092,11,14,1,6,3,1,2,0,0,40,1,2
361,43,1,180609,1,13,1,11,3,1,2,0,0,45,1,1
362,43,1,174575,1,13,2,5,4,1,2,0,1564,45,1,2
363,22,1,410439,4,9,6,4,4,1,2,0,0,55,1,1
364,28,1,92262,4,9,1,2,3,1,2,0,0,40,1,1
365,56,2,183081,2,10,1,4,3,1,2,0,0,45,1,1
366,22,1,362589,6,12,3,4,4,1,1,0,0,15,1,1
367,57,1,212448,1,13,2,5,4,1,1,0,0,45,1,2
368,39,1,481060,4,9,2,4,6,1,1,0,0,40,1,1
369,26,4,185885,2,10,3,9,6,1,1,0,0,15,1,1
370,17,1,89821,3,7,3,3,2,1,2,0,0,10,1,1
371,40,6,184018,7,11,1,8,3,1,2,0,0,38,1,2
372,45,1,256649,4,9,1,8,3,5,2,0,0,40,1,1
373,44,1,160323,4,9,3,2,4,5,2,0,0,40,1,1
374,20,5,350845,2,10,3,9,2,1,1,0,0,10,1,1
375,33,1,267404,4,9,1,2,1,1,1,0,0,40,1,1
376,23,1,35633,2,10,3,4,4,1,2,0,0,40,1,1
377,46,2,80914,11,14,2,5,4,1,2,0,0,30,1,1
378,38,1,172927,4,9,1,4,3,1,2,0,0,50,1,1
379,54,1,174319,4,9,2,11,4,1,2,0,0,40,1,1
380,46,1,214955,15,3,2,2,4,1,1,0,2339,45,1,1
381,25,1,344991,2,10,1,2,3,1,2,0,0,40,1,1
382,46,1,108699,2,10,2,4,4,1,1,0,0,40,1,1
383,36,5,117312,2,10,1,11,1,1,1,0,0,40,1,1
384,23,1,396099,4,9,3,3,4,1,1,0,0,25,1,1
385,29,1,134152,4,9,4,8,4,1,2,0,0,40,1,1
386,44,1,162028,2,10,1,9,1,1,1,0,2415,6,1,2
387,19,1,25429,2,10,3,9,2,1,1,0,0,16,1,1
388,19,1,232392,4,9,3,3,5,1,1,0,0,40,1,1
389,35,1,220098,4,9,1,3,1,1,1,0,0,40,1,2
390,27,1,301302,1,13,3,2,4,1,2,0,0,50,1,1
391,46,2,277946,6,12,4,2,4,1,2,0,0,40,1,1
392,34,6,98101,1,13,1,5,3,1,2,7688,0,45,0,2
393,34,1,196164,4,9,3,3,4,1,1,0,0,35,1,1
394,44,1,115562,2,10,1,1,3,1,2,0,0,40,1,1
395,45,1,96975,2,10,2,7,6,1,1,0,0,40,1,1
396,20,0,137300,4,9,3,0,5,1,1,0,0,35,1,1
397,25,1,86872,1,13,1,5,3,1,2,0,0,55,1,2
398,52,3,132178,1,13,1,5,3,1,2,0,0,50,1,2
399,20,1,416103,2,10,3,7,2,1,2,0,0,40,1,1
400,28,1,108574,2,10,3,3,4,1,1,0,0,40,1,1
401,50,6,288353,1,13,1,13,3,1,2,0,0,40,1,2
402,34,1,227689,7,11,2,1,4,1,1,0,0,64,1,1
403,28,1,166481,9,4,1,7,3,4,2,0,2179,40,4,1
404,41,1,445382,11,14,1,5,3,1,2,0,1977,65,1,2
405,28,1,110145,4,9,1,9,3,1,2,0,0,40,1,1
406,46,2,317253,4,9,1,2,3,1,2,0,0,25,1,1
407,28,0,123147,2,10,1,0,1,1,1,0,1887,40,1,2
408,32,1,364657,2,10,1,5,3,1,2,0,0,50,1,1
409,41,5,42346,2,10,2,3,4,5,1,0,0,24,1,1
410,24,1,241951,4,9,3,7,6,5,1,0,0,40,1,1
411,33,1,118500,2,10,2,5,6,1,1,0,0,40,1,1
412,46,1,188386,14,16,1,5,3,1,2,15024,0,60,1,2
413,31,6,1033222,2,10,1,8,3,1,2,0,0,40,1,1
414,35,1,92440,10,8,2,2,4,1,2,0,0,50,1,2
415,52,1,190762,12,2,1,8,3,1,2,0,0,40,21,1
416,30,1,426017,3,7,3,3,2,1,1,0,0,19,1,1
417,34,5,243867,3,7,4,8,4,5,2,0,0,40,1,1
418,34,6,240283,4,9,2,11,6,1,1,0,0,40,1,1
419,20,1,61777,2,10,1,4,3,1,2,0,0,30,1,1
420,17,1,175024,3,7,3,7,2,1,2,2176,0,18,1,1
